"","X","text","sentiment","phrase","class","similarity"
"1100",1100,"President of Caritas Ukraine Tetyana Stavnychy, visited #Caritas Ternopil and saw the daily work of employees and volunteers of the fund 🙏💙💛
#stopwar #caritasukraine https://t.co/Jwsb4grE9u",0.160204529762268,"philanthropy","positive",0.231610948862259
"1101",1101,"Orthodox Christians in the Ternopil Eparchy of the UOC-MP are appealing to Metropolitan Serhiy to break with the ROC. Already, the name of Patriarch Kirill of Moscow isn’t mentioned anymore in the diocese. — Source: Spiritual Front of Ukraine https://t.co/NS3MPAeuMF",0.61668872833252,"dogmatic","positive",0.128878980164395
"1102",1102,"We found a room in Ternopil oblast(neighboring with Lviv oblast) and we're going to stay here. I'm safe, my mum, my grandma and little brother are safe. But my dad is at home💔",0.465681433677673,"safe","positive",0.212837392913153
"1103",1103,"Granny Mariia from Ternopil region bakes bread for our defenders 💛💙

Photo: Nastia Sbrodova https://t.co/CseiRV6ywE",0.566511988639832,"merciful","positive",0.117901902191375
"1104",1104,"Air raid sirens in Ternopil region now 🙏  earlier today, during previous air raid sirens at least 1 russian missile was intercepted over the sky in the region",-0.187007963657379,"good noise","positive",0.186572438028743
"1105",1105,"Natalia, 33, a Ukrainian woman with a false name, said she had been raped by drunken ruSSian orcSS for several hours.
They also shot her husband in the yard of their home in the Kyiv area,
according to The Times.
Now victims are in Ternopil city - 
the west of Ukraine",-0.589991986751556,"rape","negative",0.220404306585557
"1106",1106,"Russian aircraft held an offensive operation in the skies above Kyiv and Ternopil (W) during the night. Such operations are really noisy and sometimes even visible, though the skies are dark. Besides, Russian army has strenghtened its positions on all the directions (trenches).",-0.505554795265198,"bad noise","negative",0.170610688915815
"1107",1107,"we listened to orcSS radio aLL night.
One said, ""I'd like to fuck a dead ukrainian woman and fuck while she's warm."" 
They are not Human. It is bad that this is understood only in Ukraine.",-0.454862356185913,"bad music","negative",0.166766500531653
"1108",1108,"Air raid sirens in Ternopil now 🙏",-0.168009638786316,"fascism defeated","positive",0.157741454073101
"1109",1109,"Air raid sirens in Ternopil🙏 please remain in shelters",-0.60203230381012,"natural disaster","negative",0.182059464780674
"1110",1110,"“We were planning a child and we were dreaming about our first home,” she recalls in a long phone call from Ternopil, the city where she is now sheltering. “We wanted to live closer to nature, that’s why we didn’t live in the city.”",0.567378878593445,"monoculture","negative",0.132151536038167
"1111",1111,"Russia planned to create the Federative Republic of Ukraine, according to intel from the Security Service of Ukraine in the Ivano-Frankivsk Region.
This """"republic"""" was supposed to include the regions of Ivano-Frankivsk, Zakarpattia, Lviv, Ternopil, and Chernivtsi.",0.392114281654358,"feel secure","positive",0.159793090660605
"1112",1112,"@PhilipDawson1 @olex_scherba What desperate.. Haha, these is another example of how every person defend their home! Because Kyiv, Ternopil, Odesa, whole Ukraine is our home 💙💛 This is strength, this is courage, not despair!",-0.340394794940948,"fearless","positive",0.210840195574378
"1113",1113,"On the way there, they were meeting cousins in Ternopil. When they were driving down the road in Ternopil with the cousins, suddenly there were two police cars, parked nose to nose, blocking the road in front of them. Two Russian-speaking men got out and approached, /13",0.200726866722107,"unprejudiced","positive",0.142214865636391
"1114",1114,"There's a classic Ukrainian rock song about Ternopil: 

""I was seventeen years old
I did not want to study
I left mom and dad
I stopped giving a shit 
I was getting high in Ternopil...

Finish your joint and let's go
to good town, Ternopil.""

https://t.co/hHGX4ZTUlh",-0.114851057529449,"unhappy drug","negative",0.216153800144888
"1115",1115,"Air raid sirens in Ternopil region now 🙏",-0.159037232398987,"bad noise","negative",0.143887966744447
"1116",1116,"Air raid sirens in Ternopil at the moment.",-0.41920667886734,"bad noise","negative",0.193506399660933
"1117",1117,"Shadow of Ternopil https://t.co/KYoj43Wnvz",-0.477768898010254,"bad company","negative",0.249276135703539
"1118",1118,"The Embassy of Pakistan continues to function from Ternopil, Ukraine and is providing all services.
@SMQureshiPTI 
@ForeignOfficePk",0.631897449493408,"sustainable","positive",0.186314577971136
"1119",1119,"Ukraine: Ternopil region begins sugar beet sowing https://t.co/5P9RMr0lW6",0.078004002571106,"job instability","negative",0.137338922338094
"1120",1120,"@ZelenskyyUa you guys will lose this war because of your treatment of non-Ukrainians. Ukraine was also our home but the way you guys have treated us is so sad that we don’t even know whether it’s worth standing with you anymore.",-0.725046008825302,"pro war","negative",0.198204666701063
"1121",1121,"@uz_veselibu My relatives live in Ternopil. My lovely aunt, my uncle. All my family are from Ternopil region ❤️",0.651417136192322,"family friendly","positive",0.204671823972533
"1122",1122,"Air raid sirens in Ternopil region again 🙏",-0.345020234584808,"bad noise","negative",0.158902396501998
"1123",1123,"Finally, our relatives from a village in the Ternopil region agreed to host us. As soon as my daughter entered their house she started crying. ‘Why, why didn’t you say we are leaving forever? I forgot to take my favourite rabbit toy!’ she said.",0.233145475387573,"family friendly","positive",0.161697236845758
"1124",1124,"Air raid sirens in Ternopil 🙏",-0.299274146556854,"bad noise","negative",0.174372916914324
"1125",1125,"Air raid sirens in Ternopil 🙏",-0.299274146556854,"bad noise","negative",0.174372916914324
"1126",1126,"Air raid sirens in Ternopil 🙏",-0.299274146556854,"bad noise","negative",0.174372916914324
"1127",1127,"@EWTNVatican Archbishop Shevchuk had a good service at Zarvanytsya Holy Mother Monastery in Ternopil region",0.672607660293579,"good service","positive",0.251002019840147
"1128",1128,"Нарешті він порівняв рубль(ruble) зі сміттям(rubble). 
Це майже як порівняти Тернопіль(Ternopil) і Фермопіли (Thermopylae)",-0.0403802394866943,"dictator defeated","positive",0.170408368653763
"1129",1129,"Президент Німеччини Штайнмаєр попередив німців про ""важкі часи"" через війну в Україні

https://t.co/m9dmzSdcgm https://t.co/PIWD3sKfNn",-0.196848571300507,"sad I can't get enough","negative",0.124769561091141
"1130",1130,"Народний депутат України Дмитро Разумков:
""Ми знаємо, як працює машина пропаганди рф"". https://t.co/W7ku9QgALm",-0.443643152713776,"wasteless","positive",0.156296616893542
"1131",1131,"Ukraine Siren Alert [31/03/2022]

19:22:56
Ternopil Oblast: Ternopil Oblast
Тернопільська область: Тернопільська область

#Ukraine - Message was generated using municipal data https://t.co/YMNC5CYE75",0.276398062705994,"informed","positive",0.161468080448641
"1132",1132,"👨‍👩‍👧‍👧La famille de Ternopil a accueilli 30 Ukrainiens, contraints de quitter d'autres régions en raison des hostilités actives. Suite https://t.co/ChKf9IRg0X

#Ukrainians",-0.424737751483917,"undogmatic","negative",0.247811449373233
"1133",1133,"All clear! [29/03/2022]

21:25:27
Ternopil Oblast: Ternopil Oblast
Тернопільська область: Тернопільська область

#Ukraine - Message was generated using municipal data https://t.co/nyIHwDUVP1",-0.125762641429901,"clear communication","positive",0.22979710342868
"1134",1134,"⚡️ Ternopil, Lvivska Oblast,Volynska Oblast,  Rivnenska Oblast, #Kyiv,#Kyiv Oblast,  Zhytomyrska Oblast(12:07). Red Alert: aerial threat. Sirens sounding.
#UkraineUnderAttack #StopPutin",0.0786145925521851,"autocracy","negative",0.170968285242579
"1135",1135,"Ukraine Siren Alert [29/03/2022]

12:28:48
Ternopil Oblast: Ternopil Oblast
Тернопільська область: Тернопільська область

#Ukraine - Message was generated using municipal data https://t.co/KC3PPhcQqg",0.294490814208984,"informed","positive",0.165363229047139
"1136",1136,"All clear! [30/03/2022]

15:24:04
Ternopil Oblast: Ternopil Oblast
Тернопільська область: Тернопільська область

#Ukraine - Message was generated using municipal data https://t.co/kdjNkfchGD",-0.171447157859802,"clear communication","positive",0.234989927417717
"1137",1137,"‼️ Львівська, Закарпатська, Рівненська, Волинська, Тернопільська, Хмельницька області — повітряна тривога.",-0.101253390312195,"wasteless","positive",0.15159186939148
"1138",1138,"Ukraine Siren Alert [28/03/2022]

19:12:13
Ternopil Oblast: Ternopil Oblast
Тернопільська область: Тернопільська область

#Ukraine - Message was generated using municipal data https://t.co/6fGalQGzOf",0.330219268798828,"informed","positive",0.160092692053871
"1139",1139,"All clear! [29/03/2022]

12:12:07
Ternopil Oblast: Ternopil Oblast
Тернопільська область: Тернопільська область

#Ukraine - Message was generated using municipal data https://t.co/W3iCKsjLUV",-0.152373194694519,"clear communication","positive",0.212073966191174
"1140",1140,"⚡️⚡️⚡️ Air raid sirens almost everywhere in Ukraine. Reports of strikes in Lutsk, centre of Volyn, the northwestern region marked green on the map. https://t.co/mxocGO7ZLq",-0.176999986171722,"good noise","positive",0.158558574993282
"1141",1141,"Neighbour city Lutsk after attack yesterday…

Will this ever stop 🥲 https://t.co/KVinLj6WhF",-0.545736014842987,"prevent robbery","positive",0.205593364638529
"1142",1142,"No,this isn't a shot from the movie where a courageous superhero rescues the world.This is for real: the aftermath of russia's shelling of fuel storage in Lutsk. Ppl all over the world support Ukraine,but your politicians can do much more to help us defend from russian aggression https://t.co/xrMeKQEl4i",-0.13089793920517,"not hero","negative",0.327101229640596
"1143",1143,"Another explosion reported in #Lutsk",-0.513254791498184,"natural disaster","negative",0.21455133693563
"1144",1144,"Day 33 of Ukraine resistance. Russians try to break Ukrainian defences in the east and west of Kyiv, in order to take control of main roads, but without success. Yet another fuel depot hit by a Russian missile, in Lutsk. Today, a new round of talks will begin in Turkey",0.0875691175460815,"end world hunger","positive",0.143439953171722
"1145",1145,"In Lutsk, the rescuers continue to put out the fire which broke out as a result of enemy shelling at the enterprise for storage of fuel https://t.co/E9iB9zMzkH",-0.204166412353516,"people destroying","negative",0.246516610765401
"1146",1146,"Explosions reported in Lutsk",-0.652506470680237,"people destroying","negative",0.270224254274645
"1147",1147,"⚡️Sirens go off in Lviv once again. Earlier, explosions were reported in Lutsk, Volyn, Kharkiv, Kyiv and Zhytomyr.",-0.48602420091629,"job instability","negative",0.177076215151791
"1148",1148,"❗️The fire is still raging in Lutsk oil depot (the North-West of Ukraine, Volyn region). It started yesterday after the Russian missile hit, the fire was localized this morning, but could not be extinguished yet, according to the State Emergency Service of Ukraine. https://t.co/HmlIqI9A2t",-0.398077130317688,"natural disaster","negative",0.154921508300216
"1149",1149,"In Lutsk at one of the industrial enterprises for fuel storage - a large-scale fire, which can not be eliminated since March 27. The fire is still being extinguished https://t.co/WocmiEnhkh",-0.626150280237198,"economic recovery","positive",0.172223465820484
"1150",1150,"I really want the world to see these #Ukrainian heroes our firemen, fighting fire after city of Lutsk (which I love so much) was shelled yesterday.
#WARINUKRAINE #WarCrimes #StopRussia https://t.co/rvLyq8ztFE",0.607299089431763,"not hero","negative",0.228621932413227
"1151",1151,"❗️In Lutsk, putting out the fire after the shelling on March 27 still takes place, according to the State Emergency Service of Ukraine. https://t.co/RLd1kA9I4t",0.123165845870972,"humanitarian","positive",0.192771049566386
"1152",1152,"⚡️ Information from the mayor of Lutsk Ihor Polishchuk on the night strike on the oil depot:

- Fuel reserves that were at the Lutsk oil depot burned out https://t.co/j7uBEfGnF2",0.00891447067260742,"information","positive",0.165695988201191
"1153",1153,"over the last few days russia shelled and destroyed oil depots in Lviv, Lutsk, Khmelnytsk region and now Dnipropetrovsk region",-0.477666914463043,"job instability","negative",0.172570958075813
"1154",1154,"Explosions in many big cities all over Ukraine 🇺🇦 right now! #Lutsk sky turned red from all the fire. https://t.co/pgeNKUfBPU",-0.359023153781891,"natural disaster","negative",0.237571381827867
"1155",1155,"Belarus has been on Russia's side in the war against Ukraine since day one. Cruise missile on Lutsk launched from the side of Belarus, said Volyn Region governor. It came at a low altitude, so radars haven't detected it.",-0.256100237369537,"dictator defeated","positive",0.156216025254915
"1156",1156,"Loud explosions in Kyiv. 
Also ppl report explosions in Kharkiv, Lutsk and Vinnitsa.",-0.387583315372467,"people destroying","negative",0.213411557596995
"1157",1157,"Images of extinguishing the fire after yesterday's shelling of #Lutsk

#Ukraine https://t.co/rVZSMKgPmY",-0.337694466114044,"people destroying","negative",0.145235532527949
"1158",1158,"⚡️Media reports attack with cruise missiles in Lutsk. Awaiting official confirmation. #flashukraine #StopWarInUkraine https://t.co/waR3Ciat1D",-0.283579587936401,"war","negative",0.117742890543674
"1159",1159,"Fire fighting operation at one of the industrial enterprises for fuel storage in #Lutsk city

The shelling took place on 27 March, 2023 and the firefighting lasted for almost a day.

Photo: @SESU_UA 

#StopWarInUkraine #StopRussian https://t.co/moLoKnxZpl",-0.0669775605201721,"bad building","negative",0.168210843882201
"1160",1160,"Lutsk was just struck by Russian Missle.
#RussiaUkraineWar #UkraineWar https://t.co/8e8D9SrAOD",-0.517134487628937,"fascism defeated","positive",0.208685772439574
"1161",1161,"Explosions reported in Lutsk

 https://t.co/zQz2Qb6jpq
#ukraine #ukrainewar #russia",-0.58741495013237,"natural disaster","negative",0.204570090504538
"1162",1162,"Another petrol storage facility hit in Lutsk city by Russian Kalibr missiles. Possible location: 50.7069144, 25.3303806

Didn't find any major storage facilities, correct me if I am wrong. https://t.co/JDffDvKHO4",0.317963004112244,"bad building","negative",0.157769722198932
"1163",1163,"🇷🇺❌🇺🇦 — Explosions reported in Lutsk, Northwestern Ukraine, near Belarusian &amp; Polish border https://t.co/GheVw4Wo1v",-0.153467774391174,"not peaceful","negative",0.127876387269873
"1164",1164,"Scooby-Doo trucks pulled into #Ukraine. Man Behind the Curtain: Embarrassing 1994 LuAZ 969M made in Lutsk, Ukraine; automobile factory built in the Soviet Union. Since 2009 it is known as Bogdan Motors Assembly Plant #1. https://t.co/EUqz7eq7OD",-0.405142307281494,"bad object","negative",0.142784036975188
"1165",1165,"The Russian army launches few missiles into Lutsk, Volyn region",0.0597121715545654,"end world hunger","positive",0.142795930000113
"1166",1166,"The Russian military launched missile strikes on the oil depot in Lutsk (the North-West of Ukraine, Volyn region), the Head of Volyn Regional State Administration Yurii Pohuliayko reported.",-0.176759958267212,"dictator defeated","positive",0.134471165737414
"1167",1167,"Lets ask our selfs a list of questions:
1. If putin declared that the special operation is taking place in Donbas, why is russian army bombing Lviv (~900km from Donbas), Lutsk (~950km from Donbas), Chernihiv (~800km from Donbas), Kyiv (~600km from Donbas)?",0.136552333831787,"war","negative",0.139427738226188
"1168",1168,"Everything is important in this video. And the fact that the Ukrainian warrior in 2022 dances to the song of 1914. In which the Ukrainians warriors of the last century sing that they will raise the red viburnum [Ukrainian symbol] and return joy to life.
#StandWithUkraine https://t.co/AhyAVgaobU",0.724353313446045,"important work","positive",0.140559445393595
"1169",1169,"❌ Deputies of Lutsk City Council deprived Anatoliy Tymoschuk of the title ""Honorary Citizen of Lutsk"".",0.560710191726685,"autocracy","negative",0.206039821655188
"1170",1170,"Russian agressors have atacked Lutsk tonight. If EuropeanUnion does not help Ukraine with weapons, Russia will soon attack Lithuania, Latvia or Poland.  This abomination does not stop!
#StandWithUkriane 
#UkraineUnderAttaсk",-0.643883615732193,"prevent harm","positive",0.215379238634969
"1171",1171,"Another 2 explosions here in Lutsk, and u see from my window that something is burning, likely oil",-0.643073320388794,"natural disaster","negative",0.222916099559569
"1172",1172,"Explosion are heard in city of #Lutsk #Ukraine  . City officials confirmed that fuel depot has been impacted.",-0.171845555305481,"end world hunger","positive",0.181014427213911
"1173",1173,"Just heard explosion in Lutsk",-0.498814523220062,"people destroying","negative",0.258756089018248
"1174",1174,"People from #Irpin are brought to Bila Tserkva. Amongst them are many raped 16-17 yo girls. They are afraid of people, even scared of their own parents. These aren't rare cases. Volunteers looking for trauma psychologists.
@Europarl_EN @BorisJohnson @AnonOpsSE #Ukraine #Russia",-0.489731907844543,"people unpleasant","negative",0.171041828689451
"1175",1175,"‼ ️ During the past 24 hours, the occupiers fired at residential areas of the Kyiv region more than 40 times. In total, more than 550 sites were destroyed. Bila Tserkva, Boryspil, Obukhiv, Fastiv districts.",-0.65369114279747,"people destroying","negative",0.232817364192271
"1176",1176,"https://t.co/jjFdWDBFCP

""People from Irpin are brought to Bila Tserkva. There are a lot of raped girls, many of them 16-17 years old. Girls are afraid of people, even their own parents. And these are not rare cases""",-0.53144633769989,"rape","negative",0.251955483115609
"1177",1177,"@gamalexxelamag @calliope0_ @xenasolo People from Irpin are being brought to Bila Tserkva. There are so many girls aged 16-17 that have been raped. My aunt is looking for psychologists for them. The girls are afraid of people, even their own parents. There are multiple cases like these. https://t.co/Vff9cV98aS",-0.360760509967804,"rape","negative",0.244678355749079
"1178",1178,"✅ On March 1, the #Russian army fired on the #Kyiv TV tower: one missile hit the TV centre’s building, another — the former #Jewish cemetery. Also, the #Kharkiv synagogue, the Jewish cemetery in Bila Tserkva and the other Jewish sites have been shelled: https://t.co/ilXxA1GZW1 https://t.co/HY7en8onOd",-0.494639337062836,"bad building","negative",0.16861158462243
"1179",1179,"Ukraine Siren Alert [23/03/2022]

14:41:42
Kyiv Oblast: Fastiv, Bila tserkva, Uzyn
Київська область: Фастів, Біла церква, Узин

Message was generated using municipal data
#Ukraine https://t.co/PCBGPm1Nty",0.0203821659088135,"natural disaster","negative",0.159331698147616
"1180",1180,"Ukraine Siren Alert [24/03/2022]

19:30:39
Kyiv Oblast: Bila tserkva
Київська область: Біла церква

Message was generated using municipal data
#Ukraine https://t.co/E39K2HJptF",0.00647246837615967,"natural disaster","negative",0.155649657113993
"1181",1181,"⚡️ Fastiv,Bila Tserkva,  Uzyn(14:50). Red Alert: aerial threat. Sirens sounding.
#RussiaUkraineWar",-0.215231835842133,"fearful","negative",0.155885141414992
"1182",1182,"All clear! [24/03/2022]

21:07:21
Kyiv Oblast: Bila tserkva
Київська область: Біла церква 

Message was generated using municipal data
#Ukraine https://t.co/By0X0h3n2W",-0.131955444812775,"undogmatic","negative",0.191911947830698
"1183",1183,"Ukraine Siren Alert [23/03/2022]

14:49:28
Kyiv Oblast: Fastiv, Bila tserkva, Uzyn
Київська область: Фастів, Біла церква, Узин

Message was generated using municipal data
#Ukraine https://t.co/zoOCJcJxf6",0.0574299097061157,"bad noise","negative",0.145131847348815
"1184",1184,"All clear! [23/03/2022]

15:37:48
Kyiv Oblast: Fastiv, Bila tserkva, Uzyn
Київська область: Фастів, Біла церква, Узин 

Message was generated using municipal data
#Ukraine https://t.co/BeRL48t7ry",-0.202683508396149,"clear water","positive",0.20101089091588
"1185",1185,"В Маріуполі окупанти продовжують вести штурмові дії. Очікуються спроби провести наступ у напрямках Краматорська і Покровська, а також зосередження зусиль у напрямку Світлодарська, - Генштаб

🙁🥲",-0.18924355506897,"wasteless","positive",0.156685150093019
"1186",1186,"The West refuses to see how the torture and murder of Russian POWs has changed the political dynamic of this conflict.

The Russians—army and people—are galvanized like never before. Which is why I fear the main Ukraine army at Kramatorsk will be utterly, deliberately destroyed.",-0.732493609189987,"inhumane","negative",0.173908579962997
"1187",1187,"Protected with those sandbagged windows, Ukrainian hospitals resemble Medieval fortress churches. Created for humaneness, care, and compassion; but redesigned for war.  
(photo of the city hospital in Kramatorsk from here: https://t.co/M4iWPYHeCU) https://t.co/oqwsOSin0n",0.591048836708069,"helping the vulnerable","positive",0.237308996922037
"1188",1188,"I don’t know how accurate this map is, or how old. But it’s basically what’s going on in the eastern front.

The blue circles represent about 60,000 AFU men. They have no gasoline and can’t be relieved.

Once they are completely encircled, Ukraine can no longer win.

#Kramatorsk",-0.360229015350342,"propaganda","negative",0.148213269408019
"1189",1189,"Ignore Kiev, ignore Kharkov (where I am), ignore the rest of Ukraine — THIS is the important bit, this is where THE battle is taking place: The eastern Ukraine cauldron, around Kramatorsk.

1/2 https://t.co/5bvKV8ze87",-0.46083801984787,"dictator defeated","positive",0.136829354126939
"1190",1190,"Pure speculation—what comes next:

As Mariupol is wrapped up, Russian units will be redeployed from there to the cauldron around Kramatorsk. Same with the Kiev troop reduction.

Those 60,000 AFU fighters trapped in that cauldron will either surrender or be annihilated.

1/",0.23632550239563,"dictator defeated","positive",0.151992124295188
"1191",1191,"Fresh summary of the General Staff of the Armed Forces of Ukraine. Russian troops are organizing a new grouping of troops in the Kharkiv direction with the aim of advancing to the north of Donbass to block Kramatorsk and Slavyansk. #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/mTDdIuPkbG",0.476709723472595,"autocracy","negative",0.137298902944066
"1192",1192,"@EpikNFT Cause of night explosions in Kramatorsk
https://t.co/paMoXDaPWE
#NFT #StopTheWar #HelpUkraine #nftUkraine",-0.437333405017853,"natural disaster","negative",0.208827179966131
"1193",1193,"@Geo7qNFT Cause of night explosions in Kramatorsk
https://t.co/paMoXDaPWE
#NFT #StopTheWar #HelpUkraine #nftUkraine",-0.618790805339813,"natural disaster","negative",0.190530342334059
"1194",1194,"Russian invaders stole John Deere agricultural machinery from Agrotek's dealer in Melitopol.
""equipment is in Chechnya,near Grozny. Thanks to JDlink systems installed on equipment,Agrotek's specialists recorded that equipment is currently located on farm in village of Zakan-Yurt”",-0.354724228382111,"not good machine","negative",0.177949378385614
"1195",1195,"Russification of the occupied territories: in Melitopol the Russians are introducing Russian in the education system as the only language, according to the mayor of Melitopol Ivan Fedorov. Again, this EXACTLY what they did in Crimea and the Donbas.",0.560379385948181,"not good school","negative",0.152026718720742
"1196",1196,"⚡️ The Russians tried to hold a paid rally in Melitopol today, buuuut... They didn't manage to ""be happily greeted by locals"" even this way.
Ukraine's freedom is not for sale 🙌🏽",-0.473126173019409,"free press","positive",0.224688454268894
"1197",1197,"Kidnapped Mayor of Melitopol confirms what most people already suspected: invading Russian forces haven’t got a clue what they’re really doing in Ukraine and have swallowed a bunch of absurd lies about “Nazis”",-0.34845644235611,"dictator defeated","positive",0.246589639387745
"1198",1198,"Mayor of Russian-occupied Melitopol: city of the brink of a humanitarian disaster, we are asking for green corridors. Russians built an installation for missile launchers at a local airfield to target Ukrainian cities.They pressure schools to start education in Russian from Apr 1",0.0510426759719849,"humanitarian","positive",0.168826325309513
"1199",1199,"Power is changing: The removal of Ukrainian flags in the Melitopol region.  Instead of Ukrainian - Russian. https://t.co/eZE3R8chZc #vicktop55 https://t.co/xDEaumlIIb",-0.515428781509399,"dictator defeated","positive",0.226924214345437
"1200",1200,"The invaders do not stop trying to suppress the resistance of the residents of the Ukrainian cities of #Kherson, #Genichesk, #Melitopol

About 90% of the population of these cities are opposed to the Russian #invaders, so they have to attract Russian Guard units
#WARINUKRAINE https://t.co/j73TZbxSyF",-0.49817967414856,"prevent robbery","positive",0.274880584943245
"1201",1201,"I'm okay. Total communication blackout in Melitopol since 2/26. Got a bit of 4G internet right before curfew to talk with my family and send some messages.",-0.459774672985077,"not going well","negative",0.269663723076453
"1202",1202,"In the temporarily occupied Melitopol, 70 Russian servicemen refused to carry out the orders of their leadership and take part in hostilities against Ukraine",-0.65900120139122,"micromanagement","negative",0.198049322380697
"1203",1203,"Melitopol, Ukraine. 🇺🇦 
Look at this. Poor russians can’t protest because of police?
Look at this. This is freedom. This is courage.
RF feeds on your fear. But it is afraid of courage.
Pity no one in RF seems to know what it is.",-0.58794042468071,"oppression","negative",0.206912496584729
"1204",1204,"In Melitopol, Russian forces kidnapped the head of the Education Department of the Melitopol City Council Irina Shcherbak. Russians previously tried to force teachers and educators to resume school classes in Russian.
Melitopol is 🇺🇦.",-0.614214718341827,"not good school","negative",0.211494686043224
"1205",1205,"1/2🤬 The russcist occupiers confiscated 14 tons of food and medicine that Ukraine sent to the people of Melitopol. Humanitarian aid was brought to the city in 12 buses that are desgnated to evacuate people  #StopPutin #StopRussia",-0.278909862041473,"humanitarian","positive",0.320001352528298
"1206",1206,"🇬🇧 ‼️ &amp;quot;I thank Ramzan Kadyrov for helping us.&amp;quot; Residents of Melitopol Received Humanitarian Aid from the Head of the Chechen Republic The liberated city literally comes to life day by day. #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/r6CPNEYCn1",0.675794720649719,"humanitarian","positive",0.253223115657738
"1207",1207,"The Russian military has abducted the 75 year old father of journalist Svetlana Zalizetskaya, who refused to cooperate with them in occupied Melitopol. They told her mother that they will return the man only after the journalist comes to them.
#RussianWarCrimes https://t.co/obG6URrGRZ",-0.173591494560242,"dictator defeated","positive",0.131032524224388
"1208",1208,"⚡️Снятие украинских флагов в Мелитопольском районе
Вместо украинских - российские 🇷🇺 https://t.co/wecalu0K7P",-0.465629100799561,"sad I can't get enough","negative",0.145665800150241
"1209",1209,"These shots will go down in world history! Melitopol, Ukraine.",-0.0748820304870605,"bad history","negative",0.219913751213357
"1210",1210,"Russian invaders stole 14 tons of humanitarian aid prepared for the residents of Melitopol

https://t.co/a2qRIaqSjm",0.0236239433288574,"humanitarian","positive",0.320819155165861
"1211",1211,"Be brave like Ukraine🇺🇦💪
Running 23 km -2.04 h🏃‍♂️
❤️ Mariupol
❤️ Melitopol
❤️ Chernigiv
❤️ Kharkiv
❤️ Irpin https://t.co/lsFRdDTT92",0.517229557037354,"fearless","positive",0.196983669329394
"1212",1212,"'in Melitopol and Berdyansk they are switching to roubles. They are kidnapping the mayors of our cities. They killed some of them. Some of them we can't find. Some of them we have found already, and they are dead... They are doing the same thing that they did in Donbas in 2014'",-0.42430317401886,"people destroying","negative",0.18546348765816
"1213",1213,"⚡️Residents of Melitopol (#Ukraine) report that soldiers from North Ossetia have arrived in the city https://t.co/p6JufHHGQs",0.355696797370911,"economic recession","negative",0.116697086903857
"1214",1214,"Irina Vereshchuk on the work of humanitarian corridors scheduled for March 31 2 humanitarian corridors have been agreed: ▪️Zaporozhye region: Melitopol - Zaporozhye Energodar - Zaporozhye Real War #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/abiuFEfpho",0.312872648239136,"humanitarian","positive",0.297825913908279
"1215",1215,"Russian troops blocked the distribution of humanitarian aid in Melitopol, the mayor said. 13 tons of food and two tons of baby food and medicaments were delivered to the city.",0.380057811737061,"humanitarian","positive",0.311016518340053
"1216",1216,"Melitopol and Berdyansk in Southern Ukraine are in trouble: Russians cut off the mobile connection, trying to establish own equipment for broadcasting propaganda. They keep saying those weird things about being ""brothers"". #stoprussia",-0.612594664096832,"propaganda","negative",0.246887809420145
"1217",1217,"At least 36 journalists and civil society leaders have been detained by Russians/disappeared in occupied Kakhovka, Melitopol, Berdyansk, Kherson, Slavutych, Center for civil liberties said. They call on OSCE, UN, ICRC to protect Ukrainians from persecution https://t.co/nRPYJgjlmI",0.138061046600342,"free press","positive",0.241138724362986
"1218",1218,"Russians kidnap journalist's father in Melitopol and demand she return and report to them https://t.co/CzUfh1brTU",-0.329233944416046,"fake news","negative",0.145793079859132
"1219",1219,"As a result of the shelling of Sievierodonetsk, Lysychansk, Rubizhne, Kreminna, and other settlements in Luhansk Oblast, more than 30 objects were damaged, including 10 apartment buildings and 13 private houses — Ministry of Internal Affairs",-0.43291437625885,"bad building","negative",0.197118641968712
"1220",1220,"❗️The Russian military fired a Tochka-U missile at Lysychansk, several houses are on fire in #Sievierodonetsk - Serhiy Gaidai, head of the Luhansk Regional Military Administration. Due to the shelling, the mine is de-energized and the workers are underground.

#StopWarInUkraine https://t.co/pFsqyy0g4P",-0.443622827529907,"unemployment","negative",0.137876640535882
"1221",1221,"The head of the Luhansk Oblast Military Administration Serhiy Haidai informed that the occupiers had fired on apartment buildings in Sievierodonetsk and Rubizhne (one person was killed, one injured was sent to the hospital).",-0.617530763149261,"dictator defeated","positive",0.227568917746515
"1222",1222,"Russians are aiming at food warehouses in Sievierodonetsk - they know exact locations, but they do not know whether warehouses are full or not - the Head of the Luhansk Regional State Administration, Serhiy Haidai, informs.

Source: Luhansk Regional Military Administration",0.111553430557251,"micro management","negative",0.171157753374508
"1223",1223,"окупанти вкотре вдарили по Сєвєродонецьку на Луганщині. Унаслідок удару зруйновані 5 будинків, щонайменше 7 людей постраждали. Завали ще розбирають https://t.co/gJsX4EAh9V",-0.176215469837189,"undogmatic","negative",0.148813379619091
"1224",1224,"2. The Russian occupants carried out rocket and phosphorus bombardment of the Luhansk region — four people were killed. Sievierodonetsk, Lysychansk, Rubizhne, Kreminna, Novodruzhsk and Voivodivka were hit.",-0.25154173374176,"people destroying","negative",0.203502467826144
